headline,tag,date
"treasury, airlines reach agreement on coronavirus aid",__label__travel,2020-04-20
who owes you a refund? should you even ask?,__label__travel,2020-04-20
coronavirus travel: what happens to planes grounded by covid-19,__label__travel,2020-04-20
"u.s. airlines sitting on $10 billion owed to consumers for canceled flights, lawmakers say",__label__travel,2020-04-20
purdue airport to get federal assistance through cares act,__label__travel,2020-04-20
"'significant number' of us crew still stuck on cruise ships, state dept. says",__label__travel,2020-04-20
"global tracker: denmark, india, germany, spain virus news",__label__travel,2020-04-20
"5 things to not do when coronavirus quarantine, lockdown end",__label__travel,2020-04-20
airbus to sell 6 planes originally destined for airasia,__label__travel,2020-04-20
"coronavirus journey: the 'last cruise ship on earth' finally comes home, it’s time to drop the anchor on carnival stock, the 3 remaining cruise ships still sailing around the world will dock today, the last three cruise ships at sea are finally going home, tourists leave ship in barcelona after weeks in covid-19 limbo",__label__travel,2020-04-20
"how coronavirus disrupted us air travel, in 2 charts: flight cancellations and tsa traveler counts, how should airlines change, post-pandemic?, to get coronavirus bailout money, the government is forcing airlines to fly 'ghost planes', airlines and tsa report 96% drop in air travel as covid-19 pandemic continues",__label__travel,2020-04-20
"bartender on coronavirus-stricken royal caribbean ship dies in hospital, another crew member from oasis of the seas dies due to covid19, another royal caribbean cruise ship crew member dies, the third in eight days, three royal caribbean cruise ship crew members have died in florida in the last eight days",__label__travel,2020-04-20
"coronavirus: branson offers caribbean island to secure virgin bailout, richard branson offers his island as collateral as virgin atlantic and virgin australia face collapse, billionaire branson asks for government money to save virgin atlantic, claims he ‘did not leave britain for tax reasons’, calling for relief: virgin can survive only on government aid",__label__travel,2020-04-20
"united airlines posts $2.1 billion loss on coronavirus hit, seeks more federal aid, coronavirus hits airlines as they report earnings and prepare for layoffs next fall, united airlines warns of $2.1 billion loss and revenue miss, to receive up to $9.5 billion under cares act",__label__travel,2020-04-20
"us tops more than 750,000 cases as trump says he will use dpa to increase medical swabs, why nordstrom stock was sliding today, neiman marcus to file for bankruptcy due to coronavirus: report",__label__travel,2020-04-20
"u.s. and mexico extend coronavirus border restrictions for another month, us, mexico, canada extend coronavirus travel restrictions for another month, u.s.-canada border remains closed to non-essential travel another month, non-essential travel restrictions across us-canada border extended, pandemic isn't slowing trump's border wall ambitions",__label__travel,2020-04-20
"united selling and leasing back 22 planes in bid to conserve cash during coronavirus pandemic, where has united parked its boeing 777 aircraft?, how coronavirus brought aerospace down to earth, united airlines to sell 22 planes to bank of china aviation, united gives first glimpse of how bad first quarter was for airlines with $2.1b pre-tax loss warning",__label__travel,2020-04-20
"carnival executives knew they had a virus problem, but kept the party going, china may be among first areas for cruises to resume, carnival says, carnival cruises under fire for adding 'huge strain' to us efforts by continuing to sail despite coronavirus spread",__label__travel,2020-04-20
"coronavirus travel upside: more airlines banish the dreaded middle seat, air france to run 30% of its flights from july onwards, airlines may adopt new social distancing seating, vaccination cards and seat spacing: air travel in a post-coronavirus world could be vastly different, experts say",__label__travel,2020-04-20
"air pollution linked to raised covid-19 death risk, areas with more air pollution have had more covid-19 fatalities, nasa: northeast air pollution drops amid coronavirus pandemic, coronavirus and air pollution: does nitrogen dioxide impact fatalities?, air pollution could be 'key contributor' to coronavirus deaths, research suggests",__label__travel,2020-04-20
"america's 'big 3' airlines prepare for a very painful fall, america’s ‘big three’ airlines prepare for a very painful fall, america's 'big three' airlines prepare for a very painful fall",__label__travel,2020-04-20
"trump says the who covered up covid-19. a new report shows that’s not true., trump, head of government, leans into antigovernment message, who officials were sharing information with cdc since start of coronavirus outbreak, report says, harry kazianis: costs of coronavirus — china must pay for its misdeeds, start with these 5 steps, the scapegoater-in-chief is at it again — and again | thehill",__label__travel,2020-04-20
"update: canadian airlines suspend international flights and reduce domestic travel due to coronavirus, cae has recalled all employees laid off because of covid-19, cae recalls 1500 employees, creates 10000 respirators for covid-19 patients, canadian flight trainer cae recalls 1,500 employees, builds ventilators, coronavirus: cae signs deal with ottawa to manufacture and supply 10,000 ventilators",__label__travel,2020-04-20
"stop dancing on the graves of trump supporters who die of the virus, new york times attacks fox news on covid-19 with bogus timeline. author's tweet comes back to bite her., hypocrisy in nyt's reporting on a covid-skeptic's death, nyt story rebuking fox for coronavirus coverage written by reporter who tweeted ‘virus is not deadly’, media still trying to blame fox news for covid-19",__label__travel,2020-04-20
"miami airport tsa officer dies from coronavirus, woman found with gun at logan airport security checkpoint, tsa: agent at mia dies of covid-19, tornado woman cited after loaded revolver detected at yeager airport checkpoint",__label__travel,2020-04-20
"dan crenshaw’s viral defense of trump’s coronavirus response isn’t all it’s cracked up to be, dan crenshaw, future president? former navy seal cheered for his ‘takedown’ of bill maher, watch: dan crenshaw and bill maher spar over the coronavirus, “trump calls you fake news. don't make him be right.” — bill maher",__label__travel,2020-04-20
"here are the new exemptions to the military's coronavirus travel ban, pentagon eyes 'billions' for defense firms in next coronavirus aid bill | thehill, pentagon to ask u.s. congress for emergency coronavirus funds to support defense industry, pentagon bracing for three-month slowdown on major defense equipment, covid-19 plant closures affect dod's industrial base &gt; us department of defense",__label__travel,2020-04-20
"denmark and poland are refusing to bail out companies registered in offshore tax havens - business insider, denmark bans tax haven companies from accessing coronavirus bailout money – will other countries follow?, poland and denmark exclude tax haven companies from coronavirus relief schemes, coronavirus in scotland: sturgeon questions bailouts for tax haven firms, denmark says companies registered in tax havens won't get coronavirus bailout",__label__travel,2020-04-20
"coronavirus: garcetti says l.a. is 'under attack', los angeles mayor eric garcetti announces furlough plan for city workers, ‘this is the worst it’s ever been’: l.a. mayor announces city worker furloughs during state of the city address, los angeles mayor announces furloughs for city workers",__label__travel,2020-04-20
"coronavirus cancellations: delta responds to class-action lawsuit over ticket refunds, coronavirus cancellations: delta air lines responds to class-action lawsuit over ticket refunds",__label__travel,2020-04-20
"carnival ceo: despite 'devastating' coronavirus outbreak, cruise bookings for 2021 are strong, indiana coronavirus updates: white house coronavirus task force provides update, royal caribbean, celebrity cruises cancel sailings into june",__label__travel,2020-04-20
"emirates airline begins conducting rapid covid-19 tests for boarding passengers, emirates administers blood tests for coronavirus to passengers ahead of flight",__label__travel,2020-04-20
"how did turkey get the most coronavirus cases in the middle east?, turkey's erdogan accuses syrian government of violating idlib ceasefire, turkey's peacekeeping, security operations in syria, libya and east mediterranean ongoing | daily sabah, coronavirus puts missile showdown between turkey and u.s. on hold, what happens next with syrian refugees, europe and coronavirus",__label__travel,2020-04-20
"singapore mulls placing workers who recover from covid-19 on cruise ships, singapore sees surge in covid-19 cases, now has highest number in southeast asia, why singapore, once a model for coronavirus response, lost control of its outbreak",__label__travel,2020-04-20
"when will you be able to travel to europe again?, here’s how other countries are reopening from covid lockdown, in photos: europe starts to resume public life as coronavirus wanes",__label__travel,2020-04-20
"coronavirus latest: world health organization warns the worst is yet ahead, who head warns worst of virus is still ahead the world health organization chief warned monday, lifting lockdowns does not signal the end of covid-19: who chief, who chief: worst of coronavirus pandemic still ahead | thehill",__label__travel,2020-04-20
"fox news keeps inviting tv doctors on air who say crazy things, dr. phil clarifies fox news comments and admits numbers error, but reinforces message about mental health, dr. phil under fire for his comments on fox news about coronavirus deaths, dr. phil and dr. oz aren’t coronavirus experts. so why are they talking about it on tv news?, dr. phil criticized for covid-19 comments",__label__travel,2020-04-20
"mnuchin flexes muscles on airline coronavirus aid — a taste of what other companies may face, us airlines will receive $25 billion in federal aid in bailout package (video)",__label__travel,2020-04-20
"oil prices drop below zero for first time ever as covid-19 kills demand, american oil crashes below $0 a barrel -- a record low, stocks tank as oil falls below zero for first time ever, wti oil contract crashes 40% but some etf investors refuse to give up",__label__travel,2020-04-20
"rite aid on airport highway to start coronavirus self-swab tests on monday, rite aid to open new covid-19 testing sites in mi, rite aid to open coronavirus testing site in erie wednesday, smyrna rite aid to begin drive-thru coronavirus testing in delaware on wednesday, news rite aid announces covid-19 self-swab testing site in virginia beach julia varnier 12",__label__travel,2020-04-20
"apac airlines, airports weigh up post-covid-19 measures, covid-19: aci world expects major slump in airport sector revenue",__label__travel,2020-04-20
this is what air travel could look like in a post-coronavirus world,__label__travel,2020-04-21
"more robots, fewer buffet lines: you will cruise again, but it will look very different",__label__travel,2020-04-21
lawsuits are a predictable coronavirus side effect,__label__travel,2020-04-21
travelers are booking flights again despite coronavirus lockdown,__label__travel,2020-04-21
coronavirus: airports 'at risk' of closure as flights drop 90%,__label__travel,2020-04-21
business travel has stopped. no one knows when it will come back.,__label__travel,2020-04-21
air pollution falls by unprecedented levels in major global cities during coronavirus lockdowns,__label__travel,2020-04-21
coronavirus impact: san francisco airport an 'eerie' ghost town during covid-19 crisis,__label__travel,2020-04-21
coronavirus journey: the 'last cruise ship on earth' finally comes home,__label__travel,2020-04-21
a beloved bar owner was skeptical about the virus. then he took a cruise.,__label__travel,2020-04-21
"airlines offer vouchers, credits for canceled flights. customers want cash",__label__travel,2020-04-21
"live global coronavirus tracker: italy, hong kong and more",__label__travel,2020-04-21
coronavirus has wiped out more than 90% of international flights,__label__travel,2020-04-21
april 20 coronavirus news,__label__travel,2020-04-21
where are refunds for carnival cruises canceled due to covid-19?,__label__travel,2020-04-21
"richard branson fights to save travel, tourism empire",__label__travel,2020-04-21
coronavirus world news: live updates,__label__travel,2020-04-21
gogo furloughs 60 percent of its workforce as passenger air travel collapses,__label__travel,2020-04-21
coronavirus kills more americans in one month than the flu kills in one year,__label__travel,2020-04-21
"georgia governor says some businesses can reopen, california town to test every resident",__label__travel,2020-04-21
jetblue ceo robin hayes: coronavirus testing will be key for airlines’ recovery,__label__travel,2020-04-21
john wayne airport stats for march show coronavirus effects,__label__travel,2020-04-21
future of south florida cruise lines may be hygiene amid pandemic,__label__travel,2020-04-21
planes grounded by coronavirus pandemic sit idle at airports around the world – in pictures,__label__travel,2020-04-21
airlines make changes due to covid-19,__label__travel,2020-04-21
airline industry has 15 coronavirus-related deaths in 9 days,__label__travel,2020-04-21
will the sustainable travel movement survive coronavirus?,__label__travel,2020-04-21
"in an age of coronavirus, airlines' 'mr. fix-it' says the industry's future depends on convincing travelers it's safe to fly again",__label__travel,2020-04-21
"china sees return of coronavirus cases in northwest, warns against overseas travel",__label__travel,2020-04-21
"with two flights a day, west yellowstone receives largest federal grant among montana airports",__label__travel,2020-04-21
tempted to spend that coronavirus irs check on a vacation? here's what you should know,__label__travel,2020-04-21
private jet company jetsuite grounds fleet and furloughs crew as coronavirus saps travel demand,__label__travel,2020-04-21
new air travel health regulations will likely stick around post-coronavirus,__label__travel,2020-04-21
turkey passes china in number of coronavirus cases | thehill,__label__travel,2020-04-21
swiss researchers develop methods to sniff out coronavirus in the air,__label__travel,2020-04-21
global coronavirus cases top 2.3 million as pandemic forces businesses to shift plans,__label__travel,2020-04-21
"it's a buyer's market for travel deals due to coronavirus fallout, but should you buy?",__label__travel,2020-04-21
will travel change after coronavirus? here's what experts have to say (video),__label__travel,2020-04-21
"delta cfo calls off retirement as coronavirus roils the airline business, delta, atand;t earnings: what to know in markets wednesday, how bad is the airline crisis? we're about to find out, delta cfo cancels retirement to help steer carrier through pandemic crisis, united, delta to provide free flights for health care workers traveling to nj to battle covid-19 | thehill",__label__travel,2020-04-21
"'inherently high-risk setting': are cruise ships unsafe – and will they change?, pacific princess cruise ship docks in california to disembark last passengers, when will cruising resume? here’s our best guess, report: cruise line initially hid covid outbreak from passengers",__label__travel,2020-04-21
"how coronavirus disrupted us air travel, in 2 charts: flight cancellations and tsa traveler counts, how should airlines change, post-pandemic?, the trump administration is forcing airlines to fly nearly empty planes to get coronavirus bailout money, airlines and tsa report 96% drop in air travel as covid-19 pandemic continues",__label__travel,2020-04-21
"japan's nagasaki confirms 33 coronavirus cases on cruise ship docked for repairs, asia today: clusters among crew on 2 ships in taiwan, japan, coronavirus outbreak latest: april 22, 2020, 33 more crew on cruise ship docked in nagasaki test positive for virus, japan's nagasaki confirms 33 covid-19 cases on cruise ship",__label__travel,2020-04-21
"united shares drop after company announces fresh stock offering as coronavirus drives travel demand to 'essentially zero', united raises $1 billion via first u.s. airline share sale, united airlines raises more than $1bn in share sale, united airlines to tap equity markets amid coronavirus squeeze, american airlines and united fly more cargo flights than long-haul passenger services",__label__travel,2020-04-21
"val kilmer reveals why tom cruise didn't hang with the ‘party boys’ cast during the filming of ‘top gun', val kilmer on pranking 'laser-focused' tom cruise during 'top gun': 'i thought it would break the ice', val kilmer says he ‘couldn’t wait’ to kiss co-star angelina jolie and ‘buy her a jet’",__label__travel,2020-04-21
"european tourism could drop 70 percent due to coronavirus, latest coronavirus updates: world stocks skid, pandemic deals blow to tourism and; more, schengen area borders might remain closed until summer, says eu commissioner, breton promises support to europe's tourism, mulls sustainable tourism summit in autumn, eurozone rescue could cost €1.4 trillion",__label__travel,2020-04-21
"'bad neighbour': will the cruise industry resume its rise in australia after coronavirus?, irish musicians stranded on cruise ship in australia disembark",__label__travel,2020-04-21
"virgin australia enters voluntary administration. richard branson says it's 'not the end', breakingviews - virgin australia could struggle to regain altitude, richard branson doesn't have a drop to drink, so much for entitled millennials – it’s billionaires such as richard branson who are begging for loans",__label__travel,2020-04-21
"physical distancing will end era of cheap air travel, industry warns, battered consumer confidence to slow airlines' recovery: iata, china’s air-travel rebound stalls on lack of leisure demand, iata head says social distancing will end cheap travel",__label__travel,2020-04-21
"bartender on coronavirus-stricken royal caribbean ship dies in hospital, three royal caribbean cruise ship crew members have died in florida in the last eight days, another royal caribbean cruise ship crew member dies, the third in eight days, another crew member from oasis of the seas dies due to covid19",__label__travel,2020-04-21
"norwegian cruise line reportedly taps goldman sachs to sell stake, cruise holidays: when are cruise lines returning to sail? full list of cruises here, private equity is reportedly circling norwegian cruise lines, cruise operators - norwegian or carnival rather than royal perhaps, cruise radio news briefs | week of april 12, 2020",__label__travel,2020-04-21
"air-conditioning spread covid-19 to 9 people in a restaurant in china - business insider, how coronavirus infected some, but not all, in a restaurant, air conditioning spread the coronavirus to 10 people sitting near an infected person in a restaurant. it has huge implications for the service industry., coronavirus china: restaurant air con spread illness to nine",__label__travel,2020-04-21
"coronavirus travel upside: more airlines banish the dreaded middle seat, airlines may adopt new social distancing seating, air france to run 30% of its flights from july onwards, middle seat on planes during coronavirus: qantas, virgin australia among airlines no longer putting passengers in middle, coronavirus travel upside: more airlines around the world banish the dreaded middle seat",__label__travel,2020-04-21
"live updates: $484 billion relief package moves forward; u.s. oil companies may get aid, trump campaign takes pelosi's words out of context, senate approves $480 billion package to help small businesses and hospitals, expand testing, trump urges u.s. house to approve latest coronavirus relief bill",__label__travel,2020-04-21
"air pollution over northern india drops amid coronavirus lockdown, amid lockdown, aerosol levels at 20-year low: nasa",__label__travel,2020-04-21
"'putting the company almost on life support': cruise ship cuts devastate alaska tourism, cruise ships redeploy following alaska cancellations, 2020 alaska cruise season suffers as cruise lines struggle with deployment",__label__travel,2020-04-21
"trump uses the pandemic to push far-right agenda, trump says immigration order will apply only to green cards and will last 60 days, trump's immigration order is toxic xenophobia. it's also smart politics., trump can’t defeat the coronavirus. but he can wage war on immigrants.",__label__travel,2020-04-21
"denmark and poland are refusing to bail out companies registered in offshore tax havens - business insider, denmark will not give aid to companies registered in tax havens, denmark bans tax haven companies from accessing coronavirus bailout money – will other countries follow?, coronavirus in scotland: sturgeon questions bailouts for tax haven firms, denmark says companies registered in tax havens won't get coronavirus bailout",__label__travel,2020-04-21
"recreational drug shortage could hit nyc thanks to coronavirus: dea, drug trafficking 'completely disrupted' by coronavirus pandemic: dea, how the coronavirus has taken a toll on the illegal drug trade",__label__travel,2020-04-21
"netflix says these three effects of the coronavirus crisis are impacting its business, netflix adds 15 million subscribers, but warns about tough road ahead, netflix blows away new subscriber expectations, subscribing to netflix is no longer a choice, netflix has biggest quarter ever for new subscribers, stock rockets higher",__label__travel,2020-04-21
"covid-19: aci world expects major slump in airport sector revenue, apac airlines, airports weigh up post-covid-19 measures",__label__travel,2020-04-21
"france halts almost all flights from outside schengen zone, french transport minister: we have stopped all flights outside schengen zone, france bans all flights outside of the 'schengen zone' until at least may 11, french government suspends nearly all flights outside schengen area",__label__travel,2020-04-21
"texas woman sues princess cruises after husband dies of coronavirus, ruby princess preparing to leave as passengers promised full refund, april 19 updates: world cruises ending for costa and msc, artania exits fremantle after deaths, ruby princess woes",__label__travel,2020-04-21
"singapore seemed to have coronavirus under control, until cases doubled, singapore reports 1,111 new coronavirus cases, weighing singapore's response to the covid-19 pandemic, opinion news and; top stories",__label__travel,2020-04-21
"airline passengers undergo covid-19 blood tests before boarding, emirates won't resume flights until july 2020, coronavirus: emirates, etihad and flydubai cabin crew wear in-flight protective gear, emirates flights to remain grounded until q3",__label__travel,2020-04-21
"air canada to suspend flights to u.s. on coronavirus concerns, air canada suspends all us flights, likely for first time in nearly 80 years, air canada suspends all flights to the us, air canada suspends all u.s. flights for a month",__label__travel,2020-04-21
"boeing workers return to their factories to find hand-washing stations and a new sense of worry, thousands of boeing employees back to work across puget sound, wary boeing workers return to the assembly lines in everett",__label__travel,2020-04-21
"frustrated by lack of coronavirus tests, maryland got 500,000 from south korea, trump starts new coronavirus feud with maryland gov. larry hogan, maryland gov. hogan lets barbers, hair salons serve some essential workers amid coronavirus, hogans crush trump on coronavirus tests and trust | commentary, our say: coronavirus protestors in annapolis show disregard for human life",__label__travel,2020-04-21
"airport automation to speed up for a crisis rebound with less human contact, amsterdam schiphol puts brakes on new terminal",__label__travel,2020-04-21
"5 reasons cruise line stocks will never bounce back, 2 crew members on royal caribbean cruise ship die just days apart: report, why carnival corporation, royal caribbean, and expedia stocks slipped yesterday, 11 reasons to cruise on royal caribbean's independence of the seas, cruise industry news releases new financial tracking report",__label__travel,2020-04-21
this is what air travel could look like in a post-coronavirus world,__label__travel,2020-04-22
traveling after covid-19 will be forever changed,__label__travel,2020-04-22
lawsuits are a predictable coronavirus side effect,__label__travel,2020-04-22
business travel has stopped. no one knows when it will come back.,__label__travel,2020-04-22
how far can the coronavirus travel in the air?,__label__travel,2020-04-22
"more robots, fewer buffet lines: you will cruise again, but it will look very different",__label__travel,2020-04-22
travelers are booking flights again despite coronavirus lockdown,__label__travel,2020-04-22
stocks rise as oil prices rebound: live market updates,__label__travel,2020-04-22
planes grounded by coronavirus pandemic sit idle at airports around the world – in pictures,__label__travel,2020-04-22
coronavirus pandemic: updates from around the world,__label__travel,2020-04-22
coronavirus impact: san francisco airport an 'eerie' ghost town during covid-19 crisis,__label__travel,2020-04-22
"in japan, italian cruise ship grapples with coronavirus cluster",__label__travel,2020-04-22
"coronavirus live updates: harvard will not accept stimulus funds, california to start scheduling certain surgeries again",__label__travel,2020-04-22
solving the mysteries of coronavirus with genetic fingerprints,__label__travel,2020-04-22
a beloved bar owner was skeptical about the virus. then he took a cruise.,__label__travel,2020-04-22
"us tops more than 750,000 cases as trump says he will use dpa to increase medical swabs",__label__travel,2020-04-22
coronavirus world news: live updates,__label__travel,2020-04-22
will the sustainable travel movement survive coronavirus?,__label__travel,2020-04-22
coronavirus latest: at a glance,__label__travel,2020-04-22
south america has a worrying coronavirus future,__label__travel,2020-04-22
"eerie photos from lax, where coronavirus has slowed traffic",__label__travel,2020-04-22
norwegian cruise line reportedly taps goldman sachs to sell stake,__label__travel,2020-04-22
love is in the air as weddings innovate despite coronavirus,__label__travel,2020-04-22
john wayne airport stats for march show coronavirus effects,__label__travel,2020-04-22
coronavirus live updates: financial catastrophe looms for state and local governments,__label__travel,2020-04-22
"georgia governor says some businesses can reopen, california town to test every resident",__label__travel,2020-04-22
before-and-after photos show dramatic decline in air pollution around the world during coronavirus lockdown,__label__travel,2020-04-22
where are refunds for carnival cruises canceled due to covid-19?,__label__travel,2020-04-22
airline industry has 15 coronavirus-related deaths in 9 days,__label__travel,2020-04-22
nc traffic plummeted from covid-19. will air quality benefit?,__label__travel,2020-04-22
the plunge in oil prices is the last thing boeing and airbus need right now,__label__travel,2020-04-22
wisconsin airport puts on drive-thru light display to support frontline workers and community during coronavirus pandemic,__label__travel,2020-04-22
cleaner air due to coronavirus pandemic makes earth day 50th anniversary celebration bittersweet for environmentalists,__label__travel,2020-04-22
el paso developer offer: he'll save butterfield trail golf course if airport gives him land,__label__travel,2020-04-22
future of south florida cruise lines may be hygiene amid pandemic,__label__travel,2020-04-22
gogo furloughs 60 percent of its workforce as passenger air travel collapses,__label__travel,2020-04-22
why a ‘return to normal’ could mean disaster for the stock market,__label__travel,2020-04-22
tempted to spend that coronavirus irs check on a vacation? here's what you should know,__label__travel,2020-04-22
"coronavirus cruise line lawsuits mount, with iffy chances of success : coronavirus live updates, no need to chase carnival stock here, last major cruise line ship at sea finally docks in italy, passengers cleared to disembark, some of the year’s hottest new cruise ships will be delayed due to coronavirus, 'putting the company almost on life support': cruise ship cuts devastate alaska tourism",__label__travel,2020-04-22
"air traffic and travel falls worldwide to to coronavirus: graphs, maps - business insider, vietnam airlines upgrades ""flight pass"" - economy - vietnam news | politics, business, economy, society, life, sports, rwandair to fly cargo from china, american airlines and united fly more cargo flights than long-haul passenger services, covid-19: aviation industry and the need for urgent stimulus package",__label__travel,2020-04-22
"how airplane seats could look in the post-coronavirus era, future of flying may include plastic shields, backwards seats and higher fares, turn the seat around: an early-stage concept to make flying safer, is this what flying economy class will look like after the coronavirus crisis? designs emerge of cabins where passengers are shielded by screens to help prevent further outbreaks, the new post covid-19 airplane seat design",__label__travel,2020-04-22
"air pollution falls by unprecedented levels in major global cities during coronavirus lockdowns, state of the air report once again ranks pittsburgh as one of the worst. what to do?, air quality is way better in nine major cities after coronavirus confinement, opinion: coronavirus lockdowns are clearing the skies. we can learn from it, coronavirus cartoons: mother nature makes a comeback on earth day",__label__travel,2020-04-22
"coronavirus journey: the 'last cruise ship on earth' finally comes home, last ship belonging to a major cruise line finally reaches port, 'safest place in the world' cruise ship finally docks in italy, msc magnifica safely back in marseille after world-cruise saga, the last carnival cruise ship at sea reaches port",__label__travel,2020-04-22
"how coronavirus disrupted us air travel, in 2 charts: flight cancellations and tsa traveler counts, to get coronavirus bailout money, the government is forcing airlines to fly 'ghost planes', how should airlines change, post-pandemic?, airlines and tsa report 96% drop in air travel as covid-19 pandemic continues",__label__travel,2020-04-22
"val kilmer reveals why tom cruise didn't hang with the ‘party boys’ cast during the filming of ‘top gun', val kilmer on pranking 'laser-focused' tom cruise during 'top gun': 'i thought it would break the ice', val kilmer begged to be in ‘top gun’ sequel and other revelations from his new memoir",__label__travel,2020-04-22
"delta sees few signs travelers are itching to fly even as coronavirus restrictions ease, delta shores up liquidity as coronavirus pummels demand, warns of smaller airline, delta books first-quarter loss after burning $100 million in cash a day during coronavirus travel slump, how bad is the airline crisis? we're about to find out",__label__travel,2020-04-22
"coronavirus: 'first ryanair agreed to a refund, then it didn't', ryanair boss says airline won't fly with 'idiotic' social distancing rules, airlines offer vouchers, credits for canceled flights. customers want cash, travel firms and airlines are 'breaking the law' on refunds for cancelled holidays - your money",__label__travel,2020-04-22
"states like georgia want to reopen. the restaurant and airline collapse shows that’s not easy., why ""reopening"" the economy won't save the economy",__label__travel,2020-04-22
"european tourism could drop 70 percent due to coronavirus, schengen area borders might remain closed until summer, says eu commissioner, latest coronavirus updates: world stocks skid, pandemic deals blow to tourism and; more, breton promises support to europe's tourism, mulls sustainable tourism summit in autumn, eurozone rescue could cost €1.4 trillion",__label__travel,2020-04-22
"'bad neighbour': will the cruise industry resume its rise in australia after coronavirus?, irish musicians stranded on cruise ship in australia disembark",__label__travel,2020-04-22
"coronavirus live updates: california shutdown to continue, a 'mandatory peace treaty for all gangs and barrios' in southern california is now in effect, according to this viral video, coronavirus: making a face covering? new study reveals most effective fabrics, materials, southern california has seen the cleanest air amid the coronavirus pandemic, coronavirus: thousands turn out for food distribution event in east los angeles",__label__travel,2020-04-22
"coronavirus: airlines seek €12.8bn in bailouts without environmental conditions attached, environmental commitments should be required before airline bailouts, says greenpeace",__label__travel,2020-04-22
"u.s. treasury sends airlines coronavirus-related financial aid, us announces $2.9bn lifeline for airlines staff, treasury hands out $2.9 billion to airlines; more to come, treasury department releases $2.9 billion in payroll support for airlines | thehill, treasury begins payments to airlines for coronavirus-related relief",__label__travel,2020-04-22
"united shares drop after company announces fresh stock offering as coronavirus drives travel demand to 'essentially zero', united airlines sells $1 billion of stock in fresh move to weather pandemic, united plans $1 billion share sale in grab for more cash, why shares of united airlines are falling today, united airlines raises more than $1bn in share sale",__label__travel,2020-04-22
"flights are dirt-cheap. should you book travel amid coronavirus?, should you book cheap flight deals right now?",__label__travel,2020-04-22
"bartender on coronavirus-stricken royal caribbean ship dies in hospital, another royal caribbean cruise ship crew member dies, the third in eight days, three royal caribbean cruise ship crew members have died in florida in the last eight days, another crew member from oasis of the seas dies due to covid19",__label__travel,2020-04-22
"coach-class dreaded middle seat is gone, for now, united airlines blocking seats, including in first class",__label__travel,2020-04-22
"trump blocks green cards during coronavirus, trump’s latest attempt to limit immigration isn’t really about the coronavirus, trump could reboot his reelection bid on immigration. don’t bet against him., immigrants are not the problem but part of the coronavirus solution, dale wilcox: trump's coronavirus immigration halt is legal and necessary",__label__travel,2020-04-22
"virgin australia enters voluntary administration. richard branson says it's 'not the end', delta won’t invest more money into virgin atlantic, so much for entitled millennials – it’s billionaires such as richard branson who are begging for loans, richard branson doesn't have a drop to drink",__label__travel,2020-04-22
"air canada suspends all us flights, likely for first time in nearly 80 years, air canada to suspend all transborder service, air canada suspends all flights to the us, air canada is suspending all flights to the us next week due to coronavirus border restrictions",__label__travel,2020-04-22
"denmark and poland are refusing to bail out companies registered in offshore tax havens - business insider, denmark will not give aid to companies registered in tax havens, denmark bans tax haven companies from accessing coronavirus bailout money – will other countries follow?, coronavirus in scotland: sturgeon questions bailouts for tax haven firms, denmark says companies registered in tax havens won't get coronavirus bailout",__label__travel,2020-04-22
"coronavirus death toll soars in turkey; w.h.o. warns of vaccine roadblock, anti-lockdown brazilian president coughs throughout speech during protest, bolsonaro seeks to end brazil’s social distancing, brazilian president jair bolsonaro coughs on anti-lockdown protesters",__label__travel,2020-04-22
"coronavirus travel upside: more airlines banish the dreaded middle seat, coronavirus travel upside: more airlines around the world banish the dreaded middle seat",__label__travel,2020-04-22
"three months in: a timeline of how covid-19 has unfolded in the us, why trump deserves more blame for the u.s. coronavirus crisis than the who or china, scientists haven’t found proof the coronavirus escaped from a lab in wuhan. trump supporters are spreading the rumor anyway., who says coronavirus came from an animal and was not made in a lab",__label__travel,2020-04-22
"how coronavirus spread in one restaurant shows why air travel is safer than you think, coronavirus may have spread via air conditioning in chinese restaurant, researchers warn, air conditioning may spread coronavirus — 9 people were infected at a restaurant, picture: how restaurant ac gave 9 people covid-19 in guangzhou, china - business insider, why is this chinese junk deemed credible?",__label__travel,2020-04-22
"airline passengers undergo covid-19 blood tests before boarding, emirates flights to remain grounded until q3, emirates to ban most cabin baggage to curb coronavirus spread, dubai airports planning for phased travel re-start after covid-19 restrictions lift, when dubai is back in business the world can take to the air",__label__travel,2020-04-22
"virus lockdowns have led to cleaner air, but will it last? ""it doesn't have to be shelter at home or clean air""",__label__travel,2020-04-22
"jellyfish spotted in venice canals during coronavirus lockdown, jellyfish spotted gliding through the now crystal clear venice canals | kfi, video shows jellyfish gliding through clear venice canal - insider",__label__travel,2020-04-22
"how coronavirus infected some, but not all, in a restaurant, coronavirus china: restaurant air con spread illness to nine, coronavirus pandemic | how covid-19 spread through an ac duct at a chinese restaurant, from 1 to 9: how ac air spread coronavirus to 3 families at a restaurant in china",__label__travel,2020-04-22
"netflix says these three effects of the coronavirus crisis are impacting its business, netflix adds 15 million subscribers, but warns about tough road ahead, why netflix shares are down despite blowing away subscriber estimates, netflix gets twice as many subscribers in q1 than expected, but a decline may be looming ahead",__label__travel,2020-04-22
"goggles, masks, ponchos: air travel in the days of the coronavirus",__label__travel,2020-04-23
